Column1,Column2,Column3,Column4,Column5,Column6,Column7
14.90361,13.03769,20.43452,1.62418,0.0,0.0,0.0
14.61885,12.94406,20.77579,1.6613,0.0,0.0,0.0
14.78523,12.79947,20.72777,1.68753,0.0,0.0,0.0
14.98829,12.91048,20.44177,1.65946,0.0,0.0,0.0
14.56727,12.92638,20.81433,1.69202,0.0,0.0,0.0
14.9331,13.04527,20.41951,1.60212,0.0,0.0,0.0
14.86556,12.88184,20.64154,1.61106,0.0,0.0,0.0
14.74042,12.99543,20.60343,1.66072,0.0,0.0,0.0
