Column1,Column2,Column3,Column4,Column5,Column6,Column7
26.80477,7.50982,10.88268,4.80273,0.0,0.0,0.0
28.01149,7.8597,9.52086,4.60795,0.0,0.0,0.0
27.88654,7.84052,9.63383,4.63911,0.0,0.0,0.0
28.47137,8.01773,9.06907,4.44183,0.0,0.0,0.0
28.3162,7.78307,9.21983,4.6809,0.0,0.0,0.0
27.89331,7.89195,9.50432,4.71042,0.0,0.0,0.0
27.42232,7.76034,10.10449,4.71285,0.0,0.0,0.0
27.77213,7.82158,9.78464,4.62165,0.0,0.0,0.0
