Column1,Column2,Column3,Column4
0.1,0.1,-0.09113564818365215,-0.09822316881175434
0.1,0.19999999999999998,-0.040855157954360954,-0.1827573910055404
0.1,0.3,0.18427320591341495,-0.14161144898155847
0.1,0.39999999999999997,0.619870194667464,0.17128093308674838
0.1,0.5,0.8370068573055026,0.4383453849304436
0.1,0.6,0.8893409344402549,0.39456768121809055
0.1,0.7000000000000001,0.898255845929321,0.2990993655675232
0.1,0.7999999999999999,0.8997504053607623,0.1998992175521292
0.1,0.9,0.8999592826775846,0.09999140977062204
0.19999999999999998,0.1,-0.19039177608563834,-0.09799089752616892
0.19999999999999998,0.19999999999999998,-0.1457108630876693,-0.18173131565018147
0.19999999999999998,0.3,0.07130857095582852,-0.14426700082011112
0.19999999999999998,0.39999999999999997,0.5231202627978295,0.2737669404064996
0.19999999999999998,0.5,0.7362485822580334,0.4494930439283313
0.19999999999999998,0.6,0.7894615715373763,0.3953773850194339
0.19999999999999998,0.7000000000000001,0.7983480791507883,0.299348993710493
0.19999999999999998,0.7999999999999999,0.799741195999923,0.1999546190418546
0.19999999999999998,0.9,0.7999574150646332,0.09999547918952469
0.3,0.1,-0.2907115872674375,-0.09820693662995099
0.3,0.19999999999999998,-0.2462028560596488,-0.1710511331405211
0.3,0.3,-0.01670268702138239,-0.10210532847715144
0.3,0.39999999999999997,0.39207474692817995,0.36970594941325857
0.3,0.5,0.6358132591891731,0.4673176154280047
0.3,0.6,0.6898787389974823,0.3963298640820867
0.3,0.7000000000000001,0.6981884056238672,0.2996789349411331
0.3,0.7999999999999999,0.6997338462605343,0.19997006693737984
0.3,0.9,0.6999604836290159,0.09999752548352941
0.39999999999999997,0.1,-0.3909924680457999,-0.09796294203072235
0.39999999999999997,0.19999999999999998,-0.3424997604453593,-0.16688705161518444
0.39999999999999997,0.3,-0.1274470288651848,-0.03758276256143004
0.39999999999999997,0.39999999999999997,0.29980745078784377,0.3445762740791953
0.39999999999999997,0.5,0.5347895450913409,0.47850512454993976
0.39999999999999997,0.6,0.5892384667001549,0.3971923480376764
0.39999999999999997,0.7000000000000001,0.5984035089317136,0.2996854173465344
0.39999999999999997,0.7999999999999999,0.5997453018994034,0.19997372308924613
0.39999999999999997,0.9,0.5999595870942578,0.09999803589721853
0.5,0.1,-0.49072548981384645,-0.09699493831419924
0.5,0.19999999999999998,-0.44221723441980154,-0.16970169776480865
0.5,0.3,-0.2392941679255731,-0.05449089523939618
0.5,0.39999999999999997,0.20611733491543857,0.40158351592875857
0.5,0.5,0.43652156469032033,0.46882693280008336
0.5,0.6,0.490175883019676,0.39805176684872934
0.5,0.7000000000000001,0.49836045208965435,0.299834829333738
0.5,0.7999999999999999,0.49974602453215927,0.19998100929245594
0.5,0.9,0.49995629268666036,0.09999794136811227
0.6,0.1,-0.5907712693197811,-0.09880925768128035
0.6,0.19999999999999998,-0.5405475523647234,-0.1808254750242644
0.6,0.3,-0.31931091153767005,-0.10962227466586971
0.6,0.39999999999999997,0.09221739390950122,0.2766011700356022
0.6,0.5,0.33864018709128785,0.46931873236632643
0.6,0.6,0.38901072570759354,0.3969487896801971
0.6,0.7000000000000001,0.39837582464891974,0.29979206862369195
0.6,0.7999999999999999,0.3997392690420813,0.1999742435326775
0.6,0.9,0.39996065790504226,0.09999798328601572
0.7000000000000001,0.1,-0.6910893020751265,-0.09926557621792775
0.7000000000000001,0.19999999999999998,-0.6426072919019863,-0.18714142858467958
0.7000000000000001,0.3,-0.43344946027522546,-0.16887126556039986
0.7000000000000001,0.39999999999999997,-0.0007255302721770329,0.16680144909113778
0.7000000000000001,0.5,0.23688841236019997,0.45291858449273803
0.7000000000000001,0.6,0.2886105370496007,0.39458383885171266
0.7000000000000001,0.7000000000000001,0.2984499126047809,0.2992680355486817
0.7000000000000001,0.7999999999999999,0.2997265253012128,0.19996508599298143
0.7000000000000001,0.9,0.29995653914778797,0.09999459825686978
0.7999999999999999,0.1,-0.7908991269722251,-0.09965830863610559
0.7999999999999999,0.19999999999999998,-0.7453809269305245,-0.19870389893623172
0.7999999999999999,0.3,-0.4901327315476743,-0.2740381748023067
0.7999999999999999,0.39999999999999997,-0.07792959895965512,-0.17589609806038048
0.7999999999999999,0.5,0.13985006316967158,0.34855959850095136
0.7999999999999999,0.6,0.18909792926393118,0.3738322112680236
0.7999999999999999,0.7000000000000001,0.1983562898618151,0.29853778776261913
0.7999999999999999,0.7999999999999999,0.19972143298114495,0.19988331553605249
0.7999999999999999,0.9,0.19996086910399283,0.09998158366540115
0.9,0.1,-0.8906795955148897,-0.09999713902419088
0.9,0.19999999999999998,-0.841372343143765,-0.19993011114240475
0.9,0.3,-0.6189907168880046,-0.2985377327390471
0.9,0.39999999999999997,-0.2057587928949042,-0.37525466087892784
0.9,0.5,0.03709632733398508,-0.21731874283412583
0.9,0.6,0.08944492160647684,0.07001231024277531
0.9,0.7000000000000001,0.09844476927460653,0.26663003855564055
0.9,0.7999999999999999,0.09971161663749442,0.19870797076793653
0.9,0.9,0.0999607055060032,0.0998190393162625
