Column1,Column2,Column3,Column4,Column5,Column6,Column7
28.20313,8.20442,8.86151,4.73094,0.0,0.0,0.0
28.20297,8.21091,8.84418,4.74194,0.0,0.0,0.0
27.76969,8.03953,9.32392,4.86686,0.0,0.0,0.0
28.15528,8.13725,8.97012,4.73735,0.0,0.0,0.0
28.18626,8.05393,8.99654,4.76327,0.0,0.0,0.0
28.02806,8.00611,9.12619,4.83964,0.0,0.0,0.0
27.66948,7.94311,9.45934,4.92807,0.0,0.0,0.0
27.64575,7.9592,9.50305,4.892,0.0,0.0,0.0
