Column1,Column2,Column3,Column4,Column5,Column6,Column7
31.54879,9.98412,4.9907,3.47639,0.0,0.0,0.0
31.69702,10.20723,4.71622,3.37953,0.0,0.0,0.0
31.54046,10.04372,4.90353,3.51229,0.0,0.0,0.0
31.63253,9.95057,4.89729,3.51961,0.0,0.0,0.0
31.80635,10.16665,4.68317,3.34383,0.0,0.0,0.0
31.71491,10.13082,4.81659,3.33768,0.0,0.0,0.0
31.4502,9.98414,5.1331,3.43256,0.0,0.0,0.0
31.62037,9.96779,4.95219,3.45965,0.0,0.0,0.0
