Column1,Column2,Column3,Column4,Column5,Column6,Column7
29.79048,8.55764,7.4612,4.19068,0.0,0.0,0.0
29.4458,8.64473,7.85362,4.05585,0.0,0.0,0.0
28.94237,8.38804,8.43559,4.234,0.0,0.0,0.0
29.31548,8.4483,7.98463,4.25159,0.0,0.0,0.0
29.70665,8.42778,7.65657,4.209,0.0,0.0,0.0
29.85323,8.82634,7.28278,4.03765,0.0,0.0,0.0
29.10631,8.50619,8.18965,4.19785,0.0,0.0,0.0
29.18543,8.49936,8.09488,4.22033,0.0,0.0,0.0
