Column1,Column2,Column3,Column4,Column5,Column6,Column7
33.09239,10.72698,3.59383,2.5868,0.0,0.0,0.0
32.98715,10.83159,3.67401,2.50725,0.0,0.0,0.0
33.11753,10.85609,3.51144,2.51494,0.0,0.0,0.0
33.0706,10.75162,3.5536,2.62418,0.0,0.0,0.0
33.09411,10.95376,3.51065,2.44148,0.0,0.0,0.0
33.12913,10.77717,3.54902,2.54468,0.0,0.0,0.0
33.17217,10.95125,3.42153,2.45505,0.0,0.0,0.0
33.14407,10.79602,3.47584,2.58407,0.0,0.0,0.0
