Column1,Column2,Column3,Column4,Column5,Column6,Column7
31.17033,7.47619,6.1991,5.15438,0.0,0.0,0.0
30.96892,7.26249,6.46692,5.30167,0.0,0.0,0.0
30.78031,7.19063,6.68532,5.34374,0.0,0.0,0.0
31.07954,7.15884,6.41109,5.35053,0.0,0.0,0.0
31.16966,7.37782,6.18157,5.27095,0.0,0.0,0.0
31.05773,7.38718,6.3033,5.25179,0.0,0.0,0.0
30.79844,7.10096,6.80459,5.29601,0.0,0.0,0.0
31.29377,7.49701,6.00844,5.20078,0.0,0.0,0.0
