Column1,Column2,Column3,Column4,Column5,Column6,Column7
29.95088,8.69458,7.29275,4.06179,0.0,0.0,0.0
29.08674,8.40551,8.29478,4.21297,0.0,0.0,0.0
28.58397,8.21409,8.82938,4.37256,0.0,0.0,0.0
29.00447,8.47494,8.37503,4.14556,0.0,0.0,0.0
29.59576,8.67845,7.6237,4.10209,0.0,0.0,0.0
29.32961,8.62883,7.94907,4.09249,0.0,0.0,0.0
29.22906,8.57391,8.0761,4.12093,0.0,0.0,0.0
29.89545,8.6142,7.34083,4.14952,0.0,0.0,0.0
