Column1,Column2,Column3,Column4,Column5,Column6,Column7
14.07449,3.51082,26.06705,6.34764,0.0,0.0,0.0
15.61339,3.90735,24.23643,6.24283,0.0,0.0,0.0
17.18904,4.41272,22.35539,6.04285,0.0,0.0,0.0
16.21071,4.25031,23.51917,6.01981,0.0,0.0,0.0
14.47356,3.49597,25.7169,6.31357,0.0,0.0,0.0
15.91603,3.93554,24.04864,6.09979,0.0,0.0,0.0
17.5972,4.49227,22.01081,5.89972,0.0,0.0,0.0
13.70629,3.2939,26.53436,6.46545,0.0,0.0,0.0
